Mudbutton Torchrunner	Zur the Enchanter	16.01
Tithe Drinker	War Oracle	24.1
Chilling Grasp	Champion of Stray Souls	20.43
Dromoka, the Eternal	Lashwrithe	52.01
Wall of Putrid Flesh	Sylvan Messenger	81.25
Familiar Ground	Winter Sky	69.29
Hazduhr the Abbot	Gibbering Kami	54.8
Pyromancy	Kokusho, the Evening Star	5.34
Privileged Position	Shepherd of the Lost	19.16
Lashknife	Death Grasp	87.3
Teferi's Curse	Sheltered Aerie	56.4
Breaking Wave	Dragonscale General	64.15
Selfless Squire	Sleeper's Robe	72.05
Memory Lapse	Grindclock	65.42
Reaper of the Wilds	Saprazzan Bailiff	84.32
Guul Draz Specter	Talas Researcher	81.5
Urborg Uprising	Rule of Law	80.07
Shahrazad	Scapegoat	80.83
Diversionary Tactics	Grinning Totem	71.28
Bastion Protector	Defender of Chaos	65.1
Grassland Crusader	Divergent Growth	67.28
Mystic Crusader	Equestrian Skill	24.59
Rain of Embers	Stronghold Rats	25.76
Cocoon	Urza's Hot Tub	43.96
Sewn-Eye Drake	Dauntless Cathar	42.15
Aura Flux	Goblin Roughrider	26.75
Brood of Cockroaches	Noble Panther	69.57
Phantom Nishoba	Sabertooth Cobra	28.79
Spiny Starfish	Mindwarper	64.4
Kazuul Warlord	Isochron Scepter	5.91
Phyrexian Splicer	Floating-Dream Zubera	51.86
Behind the Scenes	Exploration	6.93
Reap	Myojin of Life's Web	81.99
Flame Fusillade	Sydri, Galvanic Genius	22.17
Darkwatch Elves	Stoic Builder	67.09
Pestilence	Child of Alara	41.6
Aboshan's Desire	Gnaw to the Bone	74.09
Radha, Heir to Keld	Gelectrode	57.91
Timetwister	Nezumi Graverobber	78.56
Windrider Eel	Kraum, Ludevic's Opus	75.16
Vesuvan Shapeshifter	Rootgrapple	89.29
Mycoid Shepherd	Hermetic Study	65.51
Aspect of Hydra	Peregrine Griffin	84.74
Reprocess	Molder	78.54
Epic Experiment	Seachrome Coast	58.58
Trinisphere	Sorin, Solemn Visitor	45.12
Bayou	Magus of the Will	34.16
Order of the Sacred Bell	Floodtide Serpent	51.12
Mind Maggots	Village Survivors	42.77
Kor Cartographer	Stone Kavu	21.57
Archon of Redemption	Conjurer's Bauble	37.95
Tinder Wall	Wild Leotau	78.46
Ghave, Guru of Spores	Sinkhole	46.09
Grizzly Bears	Helm of Possession	28.12
Centaur Omenreader	Dragonskull Summit	47.05
Dimir Cluestone	Juvenile Gloomwidow	62.31
Thornwood Falls	Dromoka, the Eternal	81.81
Lotus Bloom	Millikin	88.6
Kruin Outlaw	Soltari Monk	76.95
Fiery Hellhound	Hopeful Eidolon	74.78
Maddening Wind	Vigilante Justice	77.17
Fall of the Hammer	Glassdust Hulk	59.11
Ramosian Captain	Elder Druid	30.87
Phyrexian Scuta	Spike Worker	76.72
Weatherseed Elf	Tower of Coireall	62.73
Live Fast	Great Whale	35.36
Rocket-Powered Turbo Slug	Pygmy Hippo	43.03
Thunderscape Master	Blood Frenzy	27.36
Tower Defense	Melt Terrain	34.35
Thoughtpicker Witch	Crippling Chill	44.92
Soulcatchers' Aerie	Ravos, Soultender	33.22
Rhox Maulers	Curse of Chains	57.91
Infest	Verduran Enchantress	29.51
Spontaneous Artist	Twincast	87.37
Bartel Runeaxe	Sonic Seizure	43.15
Reya Dawnbringer	Karmic Justice	54.89
Screeching Sliver	Dragon Arch	32.79
Bladed Bracers	Scapeshift	90.96
Magus of the Mirror	Dark Ritual	10.9
Serum Raker	Goblin Rally	72.41
Security Detail	Masako the Humorless	5.84
Vile Aggregate	Traitorous Blood	45.68
Skittering Horror	Arbiter of the Ideal	21.77
Ghitu War Cry	Tainted Well	51.48
Rule of Law	Urborg Uprising	80.07
Logic Knot	Blade of Selves	32.88
Reclamation	Flight	53.5
Phyrexian Reclamation	Eternity Vessel	61.48
Orcish Artillery	Epiphany Storm	36.8
Briarhorn	Scion of Vitu-Ghazi	45.32
Allied Strategies	Stormblood Berserker	65.91
Towering Indrik	Goliath Sphinx	76.59
Animation Module	Silverfur Partisan	48.6
Coastal Wizard	Geosurge	68.46
Searing Spear	Prismatic Strands	72.23
Abzan Battle Priest	Lady Zhurong, Warrior Queen	62.0
River's Grasp	Word of Binding	24.1
Mana Reflection	Unnatural Endurance	13.08
Doom Cannon	War Elemental	30.63
Atogatog	Reshape	55.35
Boris Devilboon	Soul Feast	41.0
Gigantomancer	Desecration Elemental	79.39
Bye	Tolarian Academy	100
No Mercy	Soratami Cloud Chariot	8.88
Invert the Skies	Matsu-Tribe Sniper	39.11
Bestial Fury	Hypnotic Siren	85.18
Diviner Spirit	New Prahv Guildmage	27.68
Forked Bolt	Eye of Ugin	68.92
Stingmoggie	Scythe Specter	28.5
Draining Whelk	Kiln Fiend	60.61
Path of Bravery	Skyshroud Archer	15.37
Polluted Bonds	Feral Instinct	75.32
Liquid Fire	Summoner's Bane	24.5
Hearth Charm	Infinite Authority	65.25
Stormscape Battlemage	Magma Sliver	52.42
Zealot il-Vec	Rhox War Monk	12.86
Skirk Fire Marshal	Akroma, Angel of Fury	30.41
Blind with Anger	Heliod, God of the Sun	90.9
Lone Revenant	Bullwhip	30.49
Alluring Scent	See the Unwritten	87.27
Sacred Foundry	Acidic Soil	79.03
Lightning Bolt	Incendiary Flow	96.87
Lurking Nightstalker	Executioner's Swing	14.45
Dreamstone Hedron	Trostani's Summoner	52.18
Avatar of Me	Mountain Stronghold	41.9
Paleoloth	Spellwild Ouphe	45.85
Ajani's Mantra	Glissa's Scorn	44.23
Granite Shard	Narcissism	60.38
Star Compass	Grasslands	55.67
Keeper of the Mind	Lavaborn Muse	70.55
Flameblast Dragon	Hivestone	45.45
Wheel of Fate	Gideon's Phalanx	9.56
Foul Renewal	Psychic Transfer	20.43
Aquamorph Entity	Haunting Echoes	32.72
Counterbalance	Extruder	12.7
Voice of Resurgence	Key to the City	18.8
Sifter of Skulls	Curse of Shallow Graves	50.17
Scroll of Origins	Fistful of Force	43.91
Krasis Incubation	Misinformation	58.98
Manaweft Sliver	Urza's Bauble	61.03
Jace's Ingenuity	Persecute Artist	60.33
Pack Guardian	Assault	53.17
Inexorable Blob	Preeminent Captain	63.87
Sultai Ascendancy	Akki Drillmaster	13.81
Surging Sentinels	Spined Basher	68.79
Wolf-Skull Shaman	Overwhelming Forces	39.0
Reckless Ogre	Sewn-Eye Drake	24.44
Deputy of Acquittals	Kamahl's Summons	35.77
Triumph of the Hordes	Tundra	22.17
Aquastrand Spider	Emissary of Despair	51.18
Ink Dissolver	Bog Witch	31.58
Ward Sliver	Perilous Vault	21.68
Grim Flayer	Master Biomancer	54.36
Countermand	Thought Lash	53.5
Zulaport Cutthroat	Blood Pet	79.76
Rotlung Reanimator	Yavimaya Dryad	42.78
Ayli, Eternal Pilgrim	Maalfeld Twins	89.25
Ephemeron	Winding Canyons	43.44
Cenn's Enlistment	Ancient Hydra	40.7
Spiraling Duelist	Morinfen	61.56
Slithering Shade	Mana Cylix	53.9
Phyrexian Unlife	Double Play	90.21
Warmonger's Chariot	Scar	38.1
Cinderhaze Wretch	War Horn	58.39
Brainstorm	Foil	7.02
Myr Prototype	Marsh Lurker	57.79
Deepwood Elder	Savage Thallid	29.62
Unblinking Bleb	Cultivate	83.17
Tyrant of Discord	Rolling Earthquake	62.89
Blighted Gorge	Skyline Despot	17.51
Spur Grappler	Lotus-Eye Mystics	31.0
Inside Out	Feast of Blood	48.87
Horribly Awry	Mana Flare	75.04
Sell-Sword Brute	Zuo Ci, the Mocking Sage	64.5
Tormod's Crypt	Brawn	61.61
Contradict	Orcish Settlers	33.9
Warped Researcher	Indrik Umbra	16.1
Petrified Field	Mardu Banner	70.29
Alabaster Mage	Dwarven Scorcher	23.13
The Gitrog Monster	Rise of Eagles	4.68
Jalum Grifter	Shadowblood Egg	40.75
Myr Battlesphere	Lhurgoyf	28.12
Floodbringer	Dragonlord Kolaghan	90.84
Reconnaissance	Kemuri-Onna	68.5
Into the North	Kami of the Crescent Moon	73.6
Anthroplasm	Torrent of Fire	38.98
Soldevi Steam Beast	Grim Roustabout	74.4
Delif's Cone	Hunt Down	63.97
Safe Haven	Wave of Vitriol	39.82
Hobgoblin Dragoon	Flameshadow Conjuring	76.54
Tendo Ice Bridge	Searing Spear Askari	79.37
Six-y Beast	Fists of the Anvil	50.25
Zodiac Dragon	Hamletback Goliath	36.93
Snapcaster Mage	Elspeth Tirel	73.68
Stoneforge Mystic	Lightning Greaves	26.71
Sanctum of Ugin	Rofellos's Gift	81.87
Chub Toad	Zada, Hedron Grinder	74.09
Broodhatch Nantuko	Selenia, Dark Angel	67.3
Deadbridge Shaman	Myr Turbine	77.57
Tethered Skirge	Blight Herder	12.82
Pelakka Wurm	Wort, Boggart Auntie	58.1
Dreg Mangler	Rolling Earthquake	42.28
Disruptive Pitmage	Pharika's Chosen	59.15
Shield of the Oversoul	Dimir Doppelganger	66.16
Curse of Vengeance	Ugin, the Spirit Dragon	6.29
Shifting Sky	Cyclonic Rift	91.97
Toil	Forcefield	51.31
Tel-Jilad Archers	Chromatic Sphere	90.87
Merchant Ship	Kathari Screecher	53.25
Chill to the Bone	Leonin Shikari	24.27
Steely Resolve	Jungle Lion	34.98
Maw of the Obzedat	Skeleton Key	63.75
Blightspeaker	Moonlight Bargain	45.83
Aven Shrine	Guiding Spirit	24.87
Spreading Algae	Briber's Purse	55.66
Wind Spirit	Ragemonger	86.71
Illusionary Informant	Konda's Hatamoto	48.3
Merseine	Chorus of the Conclave	17.83
Lapis Lazuli Talisman	Marble Titan	15.82
Goblin Grappler	Gore Swine	65.21
Thorn of Amethyst	Corpse Lunge	88.75
Dinrova Horror	Errant Ephemeron	24.54
Meng Huo, Barbarian King	Aura of Silence	86.76
Biomantic Mastery	Colossus of Akros	63.34
Sphere of Safety	Yavimaya Hollow	54.8
Thrull Surgeon	Eddytrail Hawk	46.09
Porcelain Legionnaire	Radiant's Judgment	22.08
Gangrenous Zombies	Promise of Bunrei	86.39
Trickbind	Godo's Irregulars	86.99
Slaughter Games	March from the Tomb	28.54
Hollowsage	Soulflayer	86.38
Archery Training	Avacyn's Collar	40.95
Pulmonic Sliver	Power Sink	37.36
Pyromancer's Gauntlet	Benalish Knight	26.7
Realm Razer	Bogardan Hellkite	73.71
Death Wind	Hero's Blade	49.21
Carven Caryatid	Jötun Grunt	41.37
Sewn-Eye Drake	Reckless Ogre	24.44
Putrid Imp	Trigon of Infestation	35.2
Rift Bolt	Teferi, Mage of Zhalfir	30.67
Aboshan, Cephalid Emperor	Haunted Angel	27.52
Blade Splicer	Seedling Charm	90.83
Dark Confidant	Baneful Omen	8.09
Ojutai's Breath	Stand Firm	37.57
Gnarlwood Dryad	Dreamcatcher	20.18
Kavu Howler	From the Ashes	27.15
Carnivorous Death-Parrot	Fighting Chance	48.91
Malignant Growth	Multani, Maro-Sorcerer	82.75
Petals of Insight	Nekrataal	88.24
Flash of Insight	Riptide Chimera	56.31
Escaped Shapeshifter	Mirri, Cat Warrior	27.97
Demon of Wailing Agonies	Last Chance	34.8
Cyclopean Giant	Aetherstorm Roc	71.89
Shadowmage Infiltrator	Lu Xun, Scholar General	80.65
Sphinx of Uthuun	Power Armor	16.83
Rathi Assassin	Gleancrawler	26.13
Anthousa, Setessan Hero	Wydwen, the Biting Gale	74.56
Abzan Beastmaster	Return of the Nightstalkers	27.85
Crosis's Attendant	Wings of Aesthir	38.39
Set Adrift	Sulam Djinn	77.59
Knight Exemplar	Whiptongue Frog	8.23
Pillory of the Sleepless	Restless Dreams	11.88
Symbol Status	Volrath's Motion Sensor	40.2
Rhox War Monk	Riddle of Lightning	27.7
March from the Tomb	Dwell on the Past	75.52
Raging River	Silverclaw Griffin	77.8
Liliana's Elite	Static Orb	84.01
Giant Dustwasp	Spiteful Returned	37.06
Vampire Nocturnus	Rotted Hystrix	96.17
Become Immense	The Fallen	76.21
Skyhunter Cub	Frankenstein's Monster	45.72
Merciless Executioner	Firemaw Kavu	33.51
Eye of Nowhere	White Knight	79.68
Lord Magnus	Gruul Turf	63.2
Kaseto, Orochi Archmage	Wall of Nets	24.59
Treachery	Punish Ignorance	80.29
Lightning Strike	White Sun's Zenith	58.22
Firestorm	Pulse of the Forge	40.85
Leonin Relic-Warder	Gorehorn Minotaurs	19.55
Sandbar Serpent	Floodgate	34.45
Liar's Pendulum	Tower Above	39.3
Imi Statue	Reverberate	14.86
Prophetic Prism	Mobilization	58.71
Backwoods Survivalists	Vitu-Ghazi, the City-Tree	16.9
Fortune's Favor	Chained Throatseeker	23.65
Fervent Charge	Illusory Angel	45.99
Armadillo Cloak	Sprouting Phytohydra	20.26
Stormcaller of Keranos	Straw Golem	21.27
Sylvok Lifestaff	Heartmender	19.03
Shield of Kaldra	Blinkmoth Well	74.91
Cavalry Master	Waking Nightmare	78.63
Spellshift	Undead Servant	44.33
Shattering Spree	Mnemonic Sliver	77.37
Zodiac Dog	Feral Lightning	42.17
Durable Handicraft	Magma Jet	22.14
Gravegouger	Selfless Spirit	93.85
Endless Whispers	Faith's Fetters	43.77
Telepathy	Horned Turtle	29.22
Vigorous Charge	Divine Congregation	53.3
Ogre Marauder	Air Servant	56.25
Dune-Brood Nephilim	True Believer	42.23
Aethersnatch	Veteran of the Depths	23.69
Vigean Graftmage	Chandra's Phoenix	15.33
Animal Magnetism	Farseek	86.75
Aether Tide	Viridian Acolyte	42.6
Brittle Effigy	King Suleiman	65.67
Hangarback Walker	Fathom Mage	29.45
Inflame	Humble the Brute	38.51
Eye of Doom	Momentous Fall	67.06
Frantic Search	Horseshoe Crab	19.65
Hellkite Tyrant	Jukai Messenger	95.85
Nantuko Monastery	Thought Eater	81.24
Blatant Thievery	Llanowar Cavalry	8.96
Heartless Summoning	Noosegraf Mob	76.14
Temple of Epiphany	Living Totem	85.65
Secrets of the Dead	Worldspine Wurm	85.5
Bloodcrazed Neonate	Sengir Bats	22.3
Prey's Vengeance	Dwynen's Elite	27.75
Rack and Ruin	Surging Dementia	41.23
Jacques le Vert	Opalescence	88.52
Jace's Sanctum	Witches' Eye	15.98
Confusion in the Ranks	Syphon Sliver	46.88
Giant's Ire	Illusion of Choice	25.51
Bogardan Hellkite	Realm Razer	73.71
Symbiotic Wurm	Nekusar, the Mindrazer	66.33
Karlov of the Ghost Council	Shield of the Righteous	89.18
Tree of Tales	Neurok Commando	30.62
Mutilate	Oakheart Dryads	83.2
Archdemon of Unx	Demonic Taskmaster	56.3
Airborne Aid	Explosive Vegetation	16.58
Pulse Tracker	Guardian of Tazeem	55.09
Slagwurm Armor	Rakdos Charm	88.83
Kruphix, God of Horizons	Scarred Puma	4.87
Ancestral Recall	Undead Warchief	14.8
Emrakul's Influence	Tainted Pact	26.24
Rend Flesh	Icatian Town	33.77
Shock Troops	Den Protector	86.81
Kinsbaile Borderguard	Sejiri Refuge	70.78
Carnage Wurm	Wheel of Sun and Moon	87.59
Palisade Giant	Lure of Prey	63.49
Ruthless Deathfang	Contagion Clasp	61.19
Leviathan	Angel of Glory's Rise	60.08
Corrupted Roots	Allied Strategies	67.96
Oreskos Explorer	Grave Defiler	39.16
Void	Jokulhaups	57.28
Snow-Covered Swamp	Wild Griffin	15.32
Battle Cry	Marauding Maulhorn	32.9
Horizon Chimera	Séance	41.61
Brain Freeze	I'm Rubber, You're Glue	80.17
Opal Guardian	Demonmail Hauberk	64.6
Null Chamber	Boros Elite	65.61
Dense Foliage	School of Piranha	31.07
Holy Day	Dirtcowl Wurm	48.9
Dripping-Tongue Zubera	Nemata, Grove Guardian	24.15
Death Ward	Fogwalker	73.33
Soul Shred	Throne of Empires	91.89
Nesting Wurm	Dictate of the Twin Gods	83.55
Breath of Life	Sanitarium Skeleton	50.7
Damnation	Divine Offering	1.76
Startled Awake	Gluttonous Slime	87.17
Cryptolith Rite	Green Sun's Zenith	83.49
Hand of Death	Giant Mantis	37.74
Branching Bolt	Molten Rain	61.69
Extract from Darkness	Frostweb Spider	17.03
Tendrils of Corruption	Lightning Mauler	41.86
Bogbrew Witch	Hint of Insanity	19.06
Paradise Plume	Magnetic Web	55.1
Memory Crystal	Nivix, Aerie of the Firemind	43.41
New Prahv Guildmage	Escaped Null	35.59
Conundrum Sphinx	Midnight Ritual	31.9
Guul Draz Assassin	Dovin Baan	68.1
Scourge of Skola Vale	Ivory Tower	54.04
Fortuitous Find	Godo, Bandit Warlord	12.92
Menacing Ogre	Quicksilver Elemental	31.08
Ice Cauldron	Gerrard's Command	47.5
Shadows of the Past	Cabal Surgeon	24.77
Kiyomaro, First to Stand	Steel Hellkite	14.08
Nylea's Presence	Hoarding Dragon	24.41
Fireslinger	Teferi's Realm	49.77
Muzzio, Visionary Architect	Mask of Avacyn	73.96
Hamletback Goliath	Zodiac Dragon	36.93
Cursed Flesh	Psychic Allergy	58.53
Temporal Adept	Zelyon Sword	82.49
Bloodstained Mire	Counterbalance	42.9
Tendrils of Despair	Rats of Rath	57.65
Firewild Borderpost	Abandon Hope	39.72
Aerie Mystics	Glory Seeker	73.94
Ajani's Pridemate	Iron League Steed	87.5
Crovax the Cursed	Dromoka, the Eternal	34.02
Gaseous Form	Gremlin Mine	57.27
Endless Horizons	Brutal Hordechief	59.74
Gideon, Ally of Zendikar	Niv-Mizzet, Dracogenius	51.8
Akroan Horse	Warning	91.68
Aether Spellbomb	Azure Mage	54.5
Giant Shark	Myr Servitor	63.91
Tuknir Deathlock	Shape Anew	22.0
Carnival of Souls	Lagonna-Band Trailblazer	25.65
Silkwing Scout	Masumaro, First to Live	39.6
Dawnglare Invoker	Aboshan, Cephalid Emperor	67.3
Pyrohemia	Life from the Loam	14.8
Lim-Dûl's Hex	Phantom Wurm	73.22
Forbid	Doubling Chant	70.99
Aura Gnarlid	Lightning Helix	93.51
Baloth Cage Trap	Psychic Possession	35.04
Bladetusk Boar	Wildfire Emissary	67.86
Quicksilver Dagger	Circle of Protection: White	17.84
Runed Servitor	Bind	61.23
Maw of the Obzedat	Kyren Archive	68.09
Hunter's Prowess	Imagecrafter	69.42
Welding Sparks	Grifter's Blade	64.96
Wrecking Ball	Moggcatcher	44.79
Jalira, Master Polymorphist	Vigorous Charge	9.65
Nim Replica	Clout of the Dominus	14.31
Evershrike	Dawnbringer Charioteers	71.36
Fiery Temper	Harmless Assault	7.52
Battlewise Valor	Dimir Signet	17.18
Swell of Courage	Temporal Manipulation	19.76
Bloodcrazed Neonate	Thought-Knot Seer	12.33
Godsend	Broken Dam	5.78
Mammoth Umbra	Byway Courier	47.7
Counterlash	Nature's Blessing	22.0
Sinister Concoction	Ion Storm	63.85
Bone Splinters	Reverse Polarity	72.52
Lead Golem	Soul's Attendant	6.5
Errant Doomsayers	Sword of the Animist	11.92
Immolating Souleater	Pilgrim of Virtue	24.57
Horseshoe Crab	Metamorphic Wurm	42.46
Illusionist's Bracers	Deity of Scars	57.83
Beacon Behemoth	Pulse of the Tangle	16.46
Vedalken Aethermage	Eldritch Evolution	73.06
Embermaw Hellion	Pongify	69.72
Stuffy Doll	Wanderwine Prophets	80.61
Dross Prowler	Multani's Harmony	41.14
Titan's Presence	Invader Parasite	53.68
Spirit Away	Tainted Field	47.39
Revered Unicorn	Stone-Seeder Hierophant	70.5
Mortarpod	Nissa, Vastwood Seer	81.04
Quenchable Fire	Terrain Elemental	33.92
Rites of Spring	Alaborn Veteran	66.03
Vines of Vastwood	Infiltration Lens	21.82
Arc Trail	Gargantuan Gorilla	29.22
Murderous Redcap	Fleshmad Steed	3.46
Sanity Grinding	Sporemound	45.19
Oni Possession	Invasion Plans	31.33
Verduran Emissary	Victorious Destruction	20.67
Scepter of Empires	Myr Propagator	31.06
Grand Melee	Deepwood Ghoul	11.2
Command Beacon	Seizures	21.33
Kor Hookmaster	Gift of Granite	19.72
Rot Shambler	Thassa, God of the Sea	95.75
Call of the Nightwing	Release the Ants	55.3
Ashnod's Transmogrant	Dark Supplicant	67.48
Reverse Polarity	Crown of Awe	56.15
Ancestral Recall	Mystical Teachings	18.04
Blessed Alliance	Mystic Retrieval	62.64
Frostweb Spider	Extract from Darkness	17.03
Cabal Surgeon	Shadows of the Past	24.77
Mystic Genesis	Scab-Clan Charger	88.09
Siege Rhino	Tree of Tales	85.05
Spire Barrage	Paupers' Cage	52.19
Mistform Ultimus	Reaping the Rewards	9.6
Deranged Assistant	Howling Wolf	78.44
Bull Elephant	Gray Ogre	44.49
Elves of Deep Shadow	Sek'Kuar, Deathkeeper	37.38
Juvenile Gloomwidow	Dimir Cluestone	62.31
Shielding Plax	Resounding Wave	58.29
Drogskol Cavalry	Last Kiss	75.31
Quicken	Illusionary Wall	80.63
Phantom Wurm	Lim-Dûl's Hex	73.22
Lord of Atlantis	Mindbreak Trap	36.83
Hatred	Humility	23.79
Xathrid Demon	Elgaud Inquisitor	14.96
Starlight Invoker	Rot Wolf	81.13
Haazda Shield Mate	Feldon's Cane	68.21
Nacatl War-Pride	Avatar of Woe	68.36
Volrath's Curse	Anya, Merciless Angel	28.22
Guttural Response	Elvish Champion	52.3
Skull of Orm	Sludge Strider	24.22
Thirsting Axe	Revenant	67.74
Izzet Guildmage	Hoard-Smelter Dragon	36.51
Cultivator of Blades	Elvish Eulogist	23.26
Foxfire	Oath of Liliana	18.35
Noble Banneret	Hundred-Handed One	12.79
Muzzle	Kiln Walker	55.87
Morgue Thrull	Symbiosis	21.56
Spite of Mogis	Mycosynth Wellspring	68.66
Circular Logic	Energy Tap	79.57
Svyelunite Temple	Kindle	24.68
Retreat to Valakut	Elvish Pathcutter	20.32
Mistral Charger	Grasp of the Hieromancer	45.65
Glory	Dread Statuary	70.52
Dragon Mage	Necroskitter	50.81
Rhox Brute	Thunderblade Charge	22.42
Crusher Zendikon	El-Hajjâj	39.29
Feral Contest	Dragon Tyrant	82.96
Magus of the Disk	Gloomhunter	97.04
Fated Intervention	Misshapen Fiend	89.07
Nucklavee	Nether Spirit	43.45
Scythe Specter	Ronin Warclub	28.4
Unliving Psychopath	Isleback Spawn	39.0
Haze Frog	Miming Slime	44.01
Cognivore	Retract	68.0
Consign to Dust	Ethersworn Canonist	93.7
Lifelace	Shimmer Myr	7.67
Kami of the Hunt	Highland Berserker	59.02
Paladin of Prahv	Artful Dodge	68.62
Uproot	Thraben Doomsayer	11.58
Bye	Magus of the Candelabra	100
Sylvan Might	Elusive Krasis	76.15
Boros Fury-Shield	Magma Jet	93.36
Vengeful Archon	Laquatus's Creativity	17.69
Swarm of Bloodflies	Helldozer	21.38
Blessing of Leeches	Mindswipe	28.14
Scrambleverse	Magus of the Wheel	24.07
Sanity Gnawers	Vengevine	89.86
Sage's Dousing	Ghostflame Sliver	50.72
Kranioceros	Strongarm Thug	57.23
Lithomancer's Focus	Ainok Guide	36.91
Blazing Salvo	Well-Laid Plans	37.92
Gwyllion Hedge-Mage	Mycosynth Wellspring	53.4
Exhume	Extract	92.42
Yotian Soldier	Clear a Path	59.84
Martyr of Bones	Armory of Iroas	30.93
Master Warcraft	Resurrection	54.47
Structural Collapse	Marang River Prowler	86.68
Dromosaur	Trained Armodon	59.7
Safehold Elite	Incendiary Flow	35.05
Despondency	Strafe	34.04
Nether Horror	Silver Erne	69.69
Ichor Wellspring	Lavalanche	53.49
Frankenstein's Monster	Skyhunter Cub	45.72
Ob Nixilis, Unshackled	Bloodline Keeper	67.56
Zhur-Taa Swine	Rend Flesh	43.16
Sparkmage Apprentice	Stranglehold	22.79
Three Visits	Spore Frog	61.76
Fanatic of Mogis	Blatant Thievery	36.86
Aetherplasm	Wooded Foothills	77.59
Orim's Thunder	Bloodthorn Taunter	73.08
Bathe in Dragonfire	Carnival of Souls	31.28
Thunderblade Charge	Roaring Primadox	32.31
Stand Firm	Evaporate	81.16
Skin Invasion	Mindleech Mass	51.69
Mudslide	Plague Witch	53.56
Inundate	Repel Intruders	39.97
Harrow	Painter's Servant	64.17
Dictate of Heliod	Urborg, Tomb of Yawgmoth	15.69
Mycoid Shepherd	Fogwalker	83.49
Seraph of Dawn	Enhanced Awareness	73.24
Glen Elendra Liege	Artificer's Hex	15.57
Tahngarth, Talruum Hero	Skred	69.1
Generator Servant	Spiteful Shadows	82.39
Gwafa Hazid, Profiteer	All Hallow's Eve	43.82
Deadbridge Chant	Numot, the Devastator	44.19
Rod of Spanking	Sentry of the Underworld	32.56
Phyrexian Walker	Lotleth Troll	28.64
Spin into Myth	Concordant Crossroads	67.77
Caldera Lake	Wily Bandar	49.23
Aethertorch Renegade	Citanul Druid	33.71
Hellfire Mongrel	Lucent Liminid	45.76
Justice	Get a Life	35.29
Master Biomancer	Ruinous Path	69.67
Enlisted Wurm	Mindswipe	47.53
Tresserhorn Skyknight	Library of Alexandria	7.05
Supreme Inquisitor	Eye for an Eye	70.59
Icy Manipulator	Kaya, Ghost Assassin	50.36
Bouncing Beebles	Sifter of Skulls	56.23
Mephidross Vampire	Craterhoof Behemoth	12.02
Tranquil Path	Lull	32.57
Formless Nurturing	Brushstroke Paintermage	36.69
Ezuri's Archers	Tarnished Citadel	55.48
Accursed Spirit	Savaen Elves	30.1
Voldaren Pariah	Dragon Throne of Tarkir	72.83
Rusting Golem	Lightning Cloud	59.55
Soul Manipulation	Grim Tutor	37.33
Animar, Soul of Elements	Mana Tithe	54.79
Sunspear Shikari	Mindmoil	68.35
Soul Summons	Patron of the Valiant	56.38
Merrow Commerce	Darksteel Axe	39.91
Army of Allah	Waste Away	38.58
Blatant Thievery	Fanatic of Mogis	36.86
Martial Coup	Cloud Key	68.23
Tar Snare	Mask of the Mimic	64.82
Crusading Knight	Tread Upon	61.22
Hallowed Spiritkeeper	Elder of Laurels	59.54
Goblin Grappler	Dumb Ass	34.92
Perilous Vault	Ward Sliver	21.68
Golgari Rot Farm	Boros Reckoner	17.07
Skyshroud Ridgeback	Summoning Station	18.17
Knights of Thorn	Witness the End	56.97
Master of the Wild Hunt	Hell's Thunder	85.5
Goblin Freerunner	Angel of Despair	92.25
Cadaverous Knight	Sun Droplet	25.6
Soulblast	Nameless Inversion	36.57
Circular Logic	Seal of Strength	20.14
Thornscape Master	Maddening Imp	68.49
Helm of Obedience	Stormbound Geist	68.53
Double Header	Scandalmonger	41.04
Drunau Corpse Trawler	Eaten by Spiders	56.61
Necrogen Spellbomb	Assembled Alphas	65.32
Kuro's Taken	Radha, Heir to Keld	93.69
Tranquil Thicket	Magma Sliver	44.53
Decree of Silence	Lost Auramancers	69.88
Spatial Contortion	Orgg	71.89
Plains	Myr Propagator	24.01
Soul of Shandalar	Rabid Rats	89.91
Glissa Sunseeker	Volcano Imp	94.11
Phyrexian Crusader	Xiahou Dun, the One-Eyed	30.83
Yet Another Aether Vortex	Courier Hawk	37.96
Bye	Mox Sapphire	100
Elvish Herder	Scourge of Fleets	21.95
Caged Sun	Legacy's Allure	32.36
Woolly Thoctar	Harmonic Convergence	16.08
Grisly Salvage	Crawling Sensation	20.64
Allosaurus Rider	Whirlpool Whelm	88.01
Coat of Arms	Beacon of Destiny	93.28
Vulshok Replica	Refurbish	30.08
Eyeless Watcher	Coldsteel Heart	82.78
Kindle the Carnage	Jeskai Charm	79.77
Wood Elemental	Sliver Overlord	84.23
Deathless Angel	Platinum Angel	7.96
Revoke Existence	Obelisk of Undoing	78.79
Thraben Sentry	Imperial Recruiter	80.89
Tetsuo Umezawa	Ezuri, Claw of Progress	63.61
Lavaclaw Reaches	Grim Roustabout	84.14
Ainok Bond-Kin	Pierce Strider	58.43
Beast Within	Kaervek's Torch	28.36
Overwhelming Denial	Dreamspoiler Witches	33.62
Serra Ascendant	Cancel	29.38
Wall of Shards	Simic Sky Swallower	27.78
Eager Cadet	Twisted Image	91.79
Nature's Way	Thaumatog	38.6
Stromkirk Mentor	Skyclaw Thrash	27.95
Upheaval	Goblin Snowman	73.96
